time,line
00:09:20,"좋아, 좋아, 좋아..."
00:09:22,"아냐, 아냐... - 죽은 쥐가 부러워지려고 해"
00:09:24,당장 나가 홀로 갇힌 꼴이잖아
00:09:26,"라일리는 여기서 못 살아 - 그래, 맞아"
00:09:28,정말 안 좋아 - 이건 최악이야
00:09:30,이 집 냄새나 - 최악이야
00:09:31,"내 일생에서 최악 - 아, 그래"
00:09:33,나비 커튼이면 해결 못 할 것도 없지!
00:09:35,어디선가 빈 방은 기회라는 글을 읽었다구
00:09:38,어디서 읽었는데? - 중요한 건 읽었는데 좋았단 거야
00:09:40,"침대는 저기, 책상은 저기 두고"
00:09:43,하키 막대는 저기로
00:09:44,"의자는 저기 두고 - 아, 트로피 전시도"
00:09:46,저기랑... - 별!
00:09:48,맘에 든다 - 이제 얘기가 통하네
00:09:49,이삿짐차에서 우리 짐 빼 오자
00:09:52,"좋아요, 끊습니다 자, 있잖아?"
00:09:54,이삿짐차가 다음주 목요일까진 안 온대
00:09:56,농담이지?
00:09:58,짐차가 없어? 정말 최악의 날이야
00:10:02,어젠 올 거라면서요 - 그런 줄 알았지
00:10:04,그렇게 들었으니까 - 엄마 아빠가 화났다!
00:10:06,화나서 싸워! - 어떡해야 하지?
00:10:09,좋은 생각이 있어!
00:10:11,계약서 읽긴 했어요?
00:10:13,앤더슨이 접근합니다 비집고 들어옵니다!
00:10:16,"헤이, 오 그렇겐 안 되지"
00:10:18,"득점을 노립니다! - 쫓아간다, 조심해!"
00:10:20,"득점합니다, 예!"
00:10:25,"어서요, 할머니"
00:10:26,"하, 할머니?"
00:10:28,"오, 머리 묶으신다 제대로 해 보자"
00:10:31,"이봐요, 내려 줘요!"
00:10:38,"미안, 잠깐만"
00:10:41,여보세요 - 잠깐만
00:10:42,농담이시죠
00:10:45,"좋아요, 잠시만요 금방 갈게요"
00:10:47,투자자들은 오늘이 아니라 목요일에 오기로 했는데
00:10:51,"가야겠어 - 괜찮아요, 이해해요"
00:10:53,"당신이 최고야 고마워, 자기"
00:10:55,"이따 보자, 얘야"
00:10:58,아빠가 우릴 떠났어
00:10:59,"우릴 더 이상 사랑하지 않아, 슬프군"
00:11:02,"내가 맡아야겠지, 응?"
00:11:04,"기쁨아, 뭐 하는 거야?"
00:11:07,"잠깐, 잠깐만 기다려봐"
00:11:10,"막 생각난 게 있는데 라일리 점심 안 먹었지, 기억나?"
00:11:16,"저, 거리에서 피자 가게를 봤는데 거기서 먹을까요?"
00:11:19,피자 맛있지 - 피자!
00:11:21,"그래, 피자 - 좋은 생각이야, 그렇게 하지"
00:11:25,이게 대체 뭐야? - 누가 피자에 브로콜리를 넣어?
00:11:27,"됐어, 나 안 먹어"
00:11:29,"축하합니다, 샌 프란시스코 피자를 아주 망쳐놓으셨군!"
00:11:32,처음엔 하와이언이더니 이젠 당신들이야!
00:11:36,무슨 피자 가게에 피자가 한 종류뿐이야
00:11:39,샌 프란시스코는 그런가보지
00:11:41,네브라스카에서 저녁으로 먹은 수프만큼 나쁘진 않네
00:11:44,"예, 수저가 수프에 막 꽂히더라고요"
00:11:49,"좋아, 가족다워지고 있어"
00:11:52,드라이브도 정말 좋았었지 뭐가 제일 좋았었니?
00:11:55,차 창문 밖으로 침뱉기!
00:11:56,아빠가 노래할 때는 아니고 - 안전벨트 매기!
00:11:59,"오, 공룡 있던 그 때는 어때?"
00:12:01,"아, 그거 - 정말 좋았지"
00:12:03,치즈 하세요
00:12:04,"아빠, 아빠 - 여보"
00:12:06,"아빠, 차 보세요 바로 뒤 보라구요!"
00:12:08,"안 돼, 안 돼..."
00:12:12,"좋았어, 기쁨아"
00:12:13,공룡 보던 때가 좋았어요 정말 재밌었죠
00:12:23,"잠깐, 뭐야 무슨 일이야?"
00:12:26,기억에 무슨 짓을 했어
00:12:29,뭘 한 거야? - 그-그냥 만졌어
00:12:31,"바뀌면 안 되는 건데 - 오, 되돌려 놔. 기쁨아"
00:12:33,노력중이야! - 못 되돌려?
00:12:34,"응, 안 되나봐 - 잘 한다, 슬픔아"
00:12:37,"이제 라일리가 아빠랑 있던 때 생각하면 슬퍼하겠네, 브라보"
00:12:40,"미안, 기쁨아 정말로 몰랐어"
00:12:43,"만약 너라면, 너라면 그러니까..."
00:12:46,"기쁨아, 계단이 가까워진다"
00:12:50,무슨 일인지 알기 전까진 다른 기억 만지지 마
00:12:53,그래 - 좋아!
00:12:54,"조심해, 난간 괴물이야 타고 내려갈 거야!"
00:13:06,"잠깐, 뭐 무슨 일이야?"
00:13:09,"핵심 기억이다! - 오, 안 돼"
00:13:14,"슬픔아, 뭐 하는 거야? - 하나가 이상해진 것 같아서..."
00:13:16,열어 봤는데 그게 떨어지더니...
00:13:26,그냥 하나 만지고 싶어서
00:13:29,기쁨아!
00:13:32,"슬픔아, 핵심 기억을 만질 뻔 했잖아"
00:13:34,네가 만지면 다시 되돌릴 수가 없다구
00:13:36,"알아, 미안해 내가 좀 이상해졌나 봐"
00:13:39,그냥 내가 좀 어떻게 됐나 봐
00:13:42,그런 게 아냐 그냥 스트레스야
00:13:44,계속 이런 실수를 하잖아 난 끔찍해
00:13:47,"아니, 아니야 - 그리고 짜증나지"
00:13:49,"그건, 어... 그 있잖아"
00:13:51,잘못된 일만 신경쓰지는 마
00:13:53,늘 되돌릴 방법은 있으니까!
00:13:55,재미있어지게!
00:13:56,"그래, 재밌어지게 어떻게 하는지 모르겠어"
00:14:00,"좋아, 음 재밌는 걸 생각해 보자"
00:14:04,"오, 개가 죽었던 재밌는 영화 기억나?"
00:14:07,"아, 그래 그거 말고..."
00:14:09,이건 어때 매그랑 같이
00:14:11,라일리가 너무 웃어서 코로 우유를 뿜었을 때!
00:14:16,정말...
00:14:17,"그래, 아팠지 불붙은 것 같았어"
00:14:20,"정말 끔찍... - 좋아, 좋아"
00:14:22,그거 말고 다른 거 생각해보자
00:14:24,가장 좋아하는 일이 뭐야? - 가장 좋아하는 거?
00:14:27,"음, 외출할 때가 좋아"
00:14:29,좋아! 해변도 있고 햇살도 내리쬐고
00:14:32,"아, 아빠를 모래로 목까지 묻었던 때라던가"
00:14:35,비 올 때 같은 걸 생각중이었는데
00:14:39,비... 비도 엄청 좋아하지!
00:14:42,웅덩이에서 물장구도 치고
00:14:44,"있잖아, 멋진 우산이랑 천둥 번개도 있고"
00:14:47,비가 심하게 와서 신발이 질척거린다던가
00:14:51,춥고 덜덜 떨고 모든게 다 우울해 보이는 거야
00:14:57,"이런, 자. 자. 그만"
00:15:00,왜 우는 거야?
00:15:02,우리 목적이랑 완전히 반대잖아
00:15:05,울음은 일생의 문제에 너무 얽매이지 않고 진정하도록 도와줘
00:15:11,"있잖아, 다른 생각 해 보자"
00:15:14,감정 설명서를 읽는 건 어때 재밌겠지!
00:15:17,대부분은 읽었어
00:15:19,이건 읽어 봤니 재밌어 보이는데!
00:15:21,장기 기억 회상 47권
00:15:24,"아니 - 우, 진짜 재미있어"
00:15:26,냉철한 장기 기억 자료 선정?
00:15:30,"봐, 벌써 재밌지! 운 좋은 친구 같으니!"
00:15:33,"넌 이런 멋진 걸 읽는데 난 일하러 가야겠네, 불공평해라"
00:15:46,"어쩌죠, 자본이 한 두 달 갈 것밖에 안 남았어요"
00:15:49,그 때까지 투자자를 못 찾으면 정리해고를 해야 할 거에요
00:15:53,"엄마, 아빠 굿나잇 키스 해 주세요"
00:15:56,"알아요, 알아요. 그리 해야죠 - 금방 갈게!"
00:16:02,아빠 말 들었어? 화 난 것 같던데
00:16:08,뭐지? 곰이야? 곰이구나!
00:16:09,샌프란시스코엔 곰이 없어
00:16:11,진짜 털 많은 남자 봤는데 곰 같았어
00:16:13,"으, 긴장돼 신경이 팔딱거려!"
00:16:16,네 신경 얘기 안 듣고 싶거든!
00:16:17,하나 말 해 줄까 이 이사는 실패야
00:16:20,바로 그 얘기 하는 거잖아!
00:16:22,지금 라일리가 무서워해야 할 게 적어도 37개는 있다고
00:16:24,이 냄새만으로도 숨이 막힐 거야
00:16:26,엄마 아빠가 여기로 이사왔다니 믿을 수가 없군
00:16:28,"봐, 알겠어 너희들 너무 걱정하고 있어"
00:16:30,그치만 우린 최악의 상황도 겪었었잖아
00:16:32,"자, 라일리가 기뻐할 만한 것들의 목록을 짜 보자"
00:16:36,"좋아, 보자. 이 집은 냄새나고 우리 방도 냄새나고"
00:16:38,여기 피자도 이상해 - 친구들은 집에 있지
00:16:40,우리 물건은 다 여기 없는 이삿짐차에 있지!
00:16:42,"아, 좀 최악은 아니잖아"
00:16:44,"그래, 더러운 바닥에서 가방 덮고 있을수도 있겠지"
00:16:47,"그래, 인정할게 시작은 안 좋아"
00:16:50,"하지만 좋은 일들만 생각하면... - 아니, 기쁨아"
00:16:52,지금 라일리가 행복해야 할 이유가 전혀 없어
00:16:55,우리가 맡지
00:16:56,내일 학교 빠지고 침실에 박혀있자
00:16:59,깨끗한 옷도 없단 말이야
00:17:00,숨 막힐 정도로 울 수도 있겠지
00:17:02,문을 잠그고 악담이란 악담은 다 질러대는 거야
00:17:05,이거 괜찮지 - 잠깐 기다려 봐
00:17:07,"자, 오늘 다들 일진이 안 좋았는데..."
00:17:10,"안녕, 얘야"
00:17:11,엄마 기차가 나쁜 소식을 싣고 옵니다!
00:17:15,아직 이삿짐차는 안 왔어
00:17:17,이젠 화요일까진 안 온대. 믿겨지니?
00:17:21,아빠는요? - 통화중이셔
00:17:23,이 새 모험으로 꽤 바쁘신가봐
00:17:25,"자, 내 말대로지"
00:17:30,"자, 간만에 노려보기 갈까"
00:17:34,정말로 해 주고 싶은 말이 있는데...
00:17:37,고마워
00:17:38,"그러니까, 이렇게 정신없었는데도 넌..."
00:17:43,행복한 아이로 남아 주었잖니
00:17:46,아빠가 스트레스를 많이 받으시거든
00:17:48,하지만 우리가 계속 웃어 준다면 큰 도움이 될 거야
00:17:52,"그래줄 수 있지, 응?"
00:17:58,뭐...
00:18:00,"예, 물론이죠"
00:18:02,네가 우리에게 얼마나 과분한지!
00:18:08,좋은 꿈 꾸렴 - 안녕히 주무세요
00:18:11,"뭐, 엄마랑 싸울 순 없지"
00:18:13,행복하군 - 엄마랑은 못 싸우지
00:18:14,"행복하네, 좋아 - 너만 믿어, 기쁨아"
00:18:18,렘 수면으로 들어가는 것 같아
00:18:19,내가 꿈 담당이니 장기 기억 전송도 맡을게
00:18:22,"오늘 잘 했어, 얘들아 다 좋아, 행복한 팀!"
00:18:28,"좋아, 오늘밤은 뭐지 꿈 제작소?"
00:18:36,"자, 여기야 우리 새 집이다"
00:18:41,"나랑 살자, 라일리"
00:18:44,"누가 브로콜리 피자를 시키셨네요 - 날 먹어, 몸에 좋아!"
00:18:49,대체 누가 꿈 제작을 맡은 거야?
00:18:53,이러고 싶지는 않지만...
00:19:00,하루를 이렇게 끝낼 순 없지
00:19:46,걱정하지 마
00:19:47,내일도 멋진 날로 만들어 줄 테니
00:19:52,약속해
00:20:06,"안녕, 내가 깨웠나? - 그걸 연주해야겠어?"
00:20:08,"어, 연습해야해서"
00:20:10,그리고 껴안기보다 연주를 더 많이 했던가?
00:20:13,"좋아, 학교 첫 날이야 정말정말 흥분돼"
00:20:16,"늦게까지 안 자고 새 계획을 짜 봤지, 이거야"
00:20:19,"소심아, 새 학교 첫 날에 가능한 모든 불상사 목록이 필요해"
00:20:24,제대로 맡고 있지 운석 충돌은 생각 못 했을 걸
00:20:26,"까칠아, 오늘은 라일리가 눈에 띄게 해 줘"
00:20:28,그러면서도 잘 어울리게
00:20:29,"내가 손보면, 라일리가 너무 돋보여서 다들 자기 옷 보고 토할걸"
00:20:33,"기쁨아! 그래, 기쁨아 너는 제어를 맡아"
00:20:36,라일리가 하루 종일 행복하도록
00:20:38,"그리고 덧붙이자면 옷 맘에 든다, 예뻐"
00:20:39,"아, 이 낡은 거? 고마워 이 물결 맘에 들어"
00:20:43,생각 기차다 딱 맞춰 왔네
00:20:47,버럭아 공상을 내려 줘
00:20:49,수업이 따분해질 경우를 대비해 추가로 준비했지
00:20:51,쓸모있겠군. 새 학교가 지루하고 쓸모없는 수업뿐이면
00:20:55,아마 쓸모있을 거야
00:20:56,"오, 슬픔아. 네게 줄 아주 중요한 일이 있어"
00:21:00,"정말? - 그럼, 따라와"
00:21:04,"뭐 하는 거야? - 자, 완벽해"
00:21:07,슬픔의 동그라미야
00:21:09,네 일은 모든 슬픔이 이 안에만 있도록 하는 거지
00:21:14,그러니까 여기 그냥 서 있으라고?
00:21:16,"자, 네 일은 내가 설명할 게 아니지"
00:21:19,그냥 모-든 슬픔이 이 원 안에만 있도록 해
00:21:24,"봐, 엄청 잘 하네 재밌지 않아?"
00:21:27,재미없어 - 잘하네!
00:21:28,"좋아, 모두들 시작이 좋아"
00:21:30,좋은 하루를 보낼 거고 그럼 좋은 한 주가 될 거고
00:21:32,좋은 한 해가 될 거고 좋은 일생이 될 거야!
00:21:35,"그래, 중요한 날이야 새 학교, 새 친구들"
00:21:38,"알아요, 긴장되지만 또 흥분돼요"
00:21:40,저 어때요? 맘에 드나요? - 아주 귀여워
00:21:43,괜찮을 거야 우리가 같이 가 줄까?
00:21:45,"엄마, 아빠가 다 같이? 아뇨, 됐네요"
00:21:48,"옙, 내가 할게"
00:21:49,"아뇨, 괜찮아요 안녕, 엄마. 안녕, 아빠"
00:21:51,학교 잘 다녀오렴 우리 원숭이
00:21:58,"좋은 하루 보내렴, 얘야"
00:22:07,정말 해야겠어? - 들어간다
00:22:08,"그래, 들어간다! 좋아"
00:22:16,"좋아, 2시방향 멋들어진 여자애들 발견"
00:22:18,"어떻게 알아? - 쌍귀고리, 목도리..."
00:22:21,"와, 아이섀도우도 해? - 그래, 친구가 되고 싶네"
00:22:24,가서 말 걸어 보자! - 장난하니?
00:22:25,말 안 걸 거야 우릴 좋아하게 만들어야지
00:22:28,"오... 그래 잠깐, 뭐?"
00:22:29,가능한 불상사는 거의 다 정리해 뒀지
00:22:31,최악의 시나리오는 유사 아님 자연발화
00:22:35,선생님이 부른다던가 그런 일만 안 일어나면...
00:22:38,"좋아요, 여러분 오늘은 전학생이 있어요"
00:22:40,장난하냐! 벌써 시작이야 이럴 리 없어!
00:22:44,"라일리, 네 소개를 좀 해 주겠니?"
00:22:46,안 돼! 영어 못 하는 척 해
00:22:49,"걱정 마, 내가 할게"
00:22:52,네...
00:22:53,제 이름은 라일리 앤더슨입니다
00:22:55,미네소타에서 와서 여기 살고요
00:23:00,미네소타는 어땠니?
00:23:03,얘기 좀 해 줄래?
00:23:04,우리보다 눈을 더 많이 맞았었겠구나
00:23:09,진짜 웃기다
00:23:12,"네, 정말 추워요"
00:23:14,호수가 얼어붙으면 거기서 하키를 하죠
00:23:16,멋진 팀에 있었어요 프레리독이라고 했죠
00:23:19,제 친구 메그는 포워드였고 아빠가 코치였어요
00:23:22,가족들이 스케이트를 아주 많이 탔어요
00:23:24,가족 전통 같은 거에요
00:23:26,거의 매 주말에 호수로 나가구요
00:23:31,아니 그랬었죠...
00:23:32,이사 오기 전까진요
00:23:34,"어, 무슨 일이야? - 뭐?"
00:23:35,"저기, 슬픔아 기억을 만졌어"
00:23:38,"전에 얘기했잖아 - 아, 그래. 알지만 난..."
00:23:41,네 동그라미로 돌아가
00:23:42,"아, 무슨 일이야?"
00:23:44,"어서 빼 내, 기쁨아 - 빼!."
00:23:46,경기나 그런 걸 했었어요
00:23:48,멋들어진 애들 3시 전방 속삭이는 중
00:23:50,저 표정 봤어? 우릴 재보고 있어!
00:23:53,이거 잡는 것 좀 도와줘 모두들 좀...
00:23:56,"하지만, 이제 다 달라졌죠..."
00:23:59,이사한 뒤로는요
00:24:03,"오, 안 돼 울면서 찌푸리고 있어!"
00:24:06,뭐? 슬픔아 뭐 하는 거야!
00:24:11,"미안해, 나는..."
00:24:14,핵심 기억이야 - 하지만 파란색인데
00:24:18,"안 돼, 기다려!"
00:24:20,"멈춰, 안 돼!"
00:24:21,안 돼!
00:24:29,"기쁨아, 안 돼"
00:24:31,핵심 기억이라구! - 야!
00:24:32,"그만 해, 놔 줘 - 안 돼, 기다려!"
00:24:34,핵심 기억이!
00:24:50,"안 돼, 안 돼..."
00:25:05,"고맙다, 라일리"
00:25:06,새로운 곳으로 이사오는 게 힘들단 건 알아
00:25:09,하지만 네가 와서 우린 정말 기쁘단다
00:25:11,"좋아요, 여러분 역사책을 꺼내세요"
00:25:14,그리고 7장을 펴세요
00:25:18,이제 악담 해도 돼?
00:25:41,"안 돼 1, 2, 3, 좋아"
00:25:45,안 되지... 무슨?
00:25:50,장기 기억...?
00:25:51,하지만...
00:25:58,엉뚱섬...?
00:26:01,라일리의 인격 섬들이 죄다 꺼졌어!
00:26:05,"오우, 이거 안 좋아"
00:26:08,우리... 해결할 수 있어!
00:26:10,본부로 돌아가서...
00:26:12,핵심 기억만 돌려놓으면 라일리는 정상으로 돌아갈거야
00:26:17,라일리에겐 핵심 기억이 없어!
00:26:19,인격 섬도 없고 또...
00:26:22,"뭐, 뭔데?"
00:26:23,"너, 너도 본부에 없잖아"
00:26:26,네가 없으면 라일리는 행복할 수 없어
00:26:30,저기로 돌아가야 해
00:26:32,"내가 갈게, 라일리"
00:26:48,그래서 녹색 쓰레기통은 재활용이 아니라 비료더라구요
00:26:52,아시아의 합성수지처럼요
00:26:54,파란색이 재활용이고 검정색은...
00:26:56,라일리 행동이 이상해
00:26:57,왜 저렇게 이상하지? - 뭘 기대했어?
00:26:59,섬들이 다 꺼졌잖아!
00:27:01,조이는 해결할 수 있겠지
00:27:02,바로 그거야!
00:27:03,우리가 조이처럼 하면 되는 거야!
00:27:06,좋은 생각이야!
00:27:07,"버럭이, 소심이, 까칠이"
00:27:09,우리가 어떻게 행복하게 해?
00:27:11,"자, 라일리 좋은 소식이 있어"
00:27:13,샌프란시스코 주니어 하키 리그를 찾았는데
00:27:16,내일 방과후에 연습이 있대
00:27:19,"행운이지, 응?"
00:27:20,"하키? - 이런, 어떡하지?"
00:27:22,"얘들아, 그게..."
00:27:23,네가 한 번 해 봐!
00:27:24,다시 하키하게 된 게 기쁘지 않아?
00:27:28,"예, 멋지기도 하네요"
00:27:31,뭐야! 기쁨이 같지도 않았어!
00:27:33,"어, 난 기쁨이가 아니잖아"
00:27:35,"하, 진짜"
00:27:38,저거 눈치챘어?
00:27:40,뭔가 잘못됐어 - 물어봐야 할까?
00:27:42,조사해 보자. 하지만 알아채지 못하게 조심히
00:27:46,"그래, 학교 첫날은 어땠니?"
00:27:48,조사하고 있어
00:27:49,난 됐다. 네가 기쁨이 해 - 뭐?
00:27:51,"좋아, 음..."
00:27:53,좋았던 것 같아요...
00:27:55,모르겠어요
00:27:56,참 자연스럽네
00:27:58,딱 기쁨이 같았어
00:27:59,분명 무슨 일이 있어
00:28:01,전엔 이런 적 없었는데
00:28:03,어떡하지?
00:28:04,무슨 일인지 알아내야지
00:28:05,지원이 필요해 남편에게 신호를 보내
00:28:12,리드를 지나친 좋은 패스 콘스탄스가 중앙선을 넘습니다
00:28:18,"어우, 우릴 보고 있어"
00:28:21,뭐라고 했지? - 뭐?
00:28:23,"오, 죄송합니다 아무도 안 들었습니다"
00:28:25,쓰레기 버리는 날인가? 변기 커버 안 올렸나
00:28:27,"뭐? 뭐야, 정말? 뭔데?"
00:28:29,또 저 멍청한 표정이야 - 아주 목을 졸라버릴 거야!
00:28:33,다시 신호를 줘 봐
00:28:37,"아, 그래서..."
00:28:38,"라일리, 학교는 어땠니?"
00:28:40,"아, 시간 낭비다 - 진짜 장난하나"
00:28:42,이것 때문에 브라질 헬기 조종사를 포기해야 해?
00:28:45,비켜! 내가 기쁨이 되지
00:28:47,"학교 좋았어요, 됐나요?"
00:28:49,"라일리, 정말 괜찮은 거니?"
00:28:52,막 우리보고 눈을 빙 굴렸습니다
00:28:54,대체 뭔 생각이야?
00:28:56,"좋아, 실력 행사다 혼내고 싶지는 않지만"
00:28:59,"아뇨, 혼내는 건 안 돼요"
00:29:01,"라일리, 그런 태도는 맘에 안 드는구나"
00:29:03,"좋아, 진짜 태도 한 번 보여 주지, 늙은이"
00:29:05,"아니, 아니 행복하게 있어야지"
00:29:07,뭐가 문제에요? 그냥 내버려 두세요
00:29:09,건방짐 수치가 매우 높습니다!
00:29:12,데프콘 2 발령이다!
00:29:13,제군들 들었지 데프콘 2다!
00:29:16,"자, 얘야. 왜 그렇게 예의없어졌는지는 모르겠지만"
00:29:20,"해 보자는 거지, 아빠 한 번 해 보시지!"
00:29:23,"예, 저. 저..."
00:29:25,"좋아, 간다 야단을 준비해라!"
00:29:28,제어 키 위치로!
00:29:32,발사 명령 대기중입니다
00:29:36,좀 조용히 해요!
00:29:39,발사!
00:29:40,"됐다, 네 방으로 가라"
00:29:43,당장
00:29:47,야단이에요 야단 첬습니다
00:29:52,"잘 했다, 제군들 큰 일 날 수도 있었어"
00:29:56,저건 진짜 큰일인데
00:30:01,"나와 함께 날아갑시다, 소녀여"
00:30:16,이걸 딛고 저기까지 걸어가야 해?
00:30:19,돌아가는 가장 빠른 길이야
00:30:20,바로 밑이 기억 쓰레기장이야 떨어지면 우린 영원히 잊혀져
00:30:25,라일리를 위해서 해야 해
00:30:27,그냥 내 발자국만 따라와
00:30:29,그다지 안 높아 그냥...
00:30:49,얘야
00:30:50,그래서...
00:30:52,아래층에서 일은 어쩔 수가 없었다
00:30:54,얘기 좀 할까?
00:30:57,"자, 우리 행복한 딸?"
00:31:02,원숭이다
